id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
269520,Emacs and cygwin,"<p>How can I change my GNUemacs to open up a cygwin terminal rather then a cmd one with the shell command?</p>

<blockquote>
  <p><strong>Closed</strong> as duplicate of  <a href=""https://stackoverflow.com/questions/235254/how-can-i-run-cygwin-bash-shell-from-within-emacs"">How can I run Cygwin Bash Shell from within Emacs?</a>.</p>
</blockquote>",,0,1,,2008-11-06 17:24:56.727000+00:00,,2008-11-06 18:20:49.330000+00:00,2017-05-23 11:55:42.937000+00:00,Blair Conrad,-1.0,kanja,26880.0,,1,1,windows|shell|emacs|cygwin|cmd,1271
293975,How to detect drag operation at windows global scope?,"<p>When I drag a folder at the edge of the screen in Windows XP, it becomes a toolbar containing the files in the folder.<p></p>

<p>How can windows detect there is a drag operation?</p>

<p>If I want to write an application to detect drag operation in system scope, how can I do this?</p>

<p>And another problem: how can I disable this Windows XP function, it is really annoying.</p>",,0,1,,2008-11-16 15:19:13.947000+00:00,,2016-01-29 09:14:18.067000+00:00,2016-01-29 09:14:18.067000+00:00,philippe,5318465.0,,25749.0,,1,1,windows|drag-and-drop|mouse|hook,812
382800,ADO.NET Entity : limiting data selection based on View,"<p>Consider following example:</p>

<p>SQL Table Customer:</p>

<pre><code>ID: Primary Key
Name: Name
</code></pre>

<p>SQL View ViewCustomerSelection:</p>

<pre><code>ID: Link to Customer ID
SomeOption: Not important
</code></pre>

<p>I'd like to create ADO.NET an entity that only selects customers that have corresponding values in ViewCustomerSelection</p>

<p>Following does NOT work:</p>

<ul>
<li>Create entity that maps to Customer and to ViewCustomerSelection without using any conditions and any fields from ViewCustomerSelection : ViewCustomerSelection is not included in SQL and all customers are returned.</li>
<li>Include a field from ViewCustomerSelection : Correct selection is returned but now Customer object is not updateable </li>
<li>Specify ""not null"" condition on SomeOption field : error - ""Property ViewCustomerSelection.SomeOption with 'IsNull=false' condition must be mapped.</li>
<li>Specify ""not null"" condition on ViewCustomerSelection.ID field : error - ""Entity type contains a condition on its primary key. Please remove the condition from the mapping.</li>
</ul>

<p>Clarification </p>

<p>Database definition:</p>

<pre><code>create table Customer {
    ID [int] IDENTITY(1,1) NOT NULL,
    Name [varchar](50) NOT NULL
} CONSTRAINT [PK_Customer] PRIMARY KEY CLUSTERED 
(
    [ID] ASC
)

create table ViewCustomerSelection
as select customer.id, ToUpper(customer.name) as SomeOption where customer.name like 'A%'
</code></pre>

<p>I'd like to have entity Customer with ID and name, that only has records for records present in ViewCustomerSelection (note - in actuality the view is more complicated and can not be expressed using simple conditions)</p>",,0,2,,2008-12-20 02:35:57.260000+00:00,,2018-05-06 18:05:15.580000+00:00,2018-05-06 18:05:15.580000+00:00,,305953.0,,44838.0,,1,1,.net|ado.net-entity-data-model,545
387595,SQL CE insert fails until I view the table,"<p>I am noticing something strange happening. I'm porting an application to work with Sql Server CE 3.5, and finding something strange happening.</p>

<p>What I'm seeing is that an insert will fail (violating the primary key constraint), and will keep failing until I use Visual Studios Server Explorer and open the table with the Show Data function.</p>

<p>Whether it's parameterized <code>SQL</code> filling in all columns (except primary key) in my code, or even running ""INSERT INTO SecurityUser (UserName) VALUES ('ch00k')"" from server explorer, it's always a primary key constraint (in this case the primary key is SecurityUserID, and I have double checked that it is an auto increment field), and it always works (and keeps working) once I've opened the table in visual studio.</p>

<p>Has anyone come across anything like this before? Or is there some extra bit of <code>SQL</code> I should be running when I create the table, to get the primary key to work? The create table code has just been ported straight from Sql Server 2005 code, and runs without error.</p>",,0,0,,2008-12-22 22:33:29.463000+00:00,,2016-09-08 17:52:28.707000+00:00,2016-09-08 17:52:28.707000+00:00,,2687790.0,Ch00k,489.0,,1,1,sql-server-ce,495
525490,open file select dialog with javascript,"<p>I have hidden input type=file field, and i want to open its select dialog with javascript. I tried to fire click event on this element, but without luck.</p>

<p>Im using mootools.</p>

<pre><code>$('input_id').fireEvent('click');
</code></pre>

<p>This is possible at all?</p>",,0,0,,2009-02-08 10:15:21.660000+00:00,0.0,2009-02-08 10:19:12.837000+00:00,,,,,20955.0,,1,1,javascript|mootools,7881
531116,How to run jar application from window service registry?,"<p><strong>DUPE: <a href=""https://stackoverflow.com/questions/68113/how-to-create-a-windows-service-from-java-app"">How to create a windows service from java app</a></strong></p>

<p>I have developed a Java jar application which processes input file and converts into csv file. Now my requirement is to run that jar application fom windows service. I have no idea of how to do that.</p>

<p>How can I make a Java application into a Windows service?</p>",,0,0,,2009-02-10 05:07:50.433000+00:00,,2009-02-10 07:00:51.363000+00:00,2017-05-23 11:48:38.427000+00:00,Rich B,-1.0,raja,51659.0,,1,1,java,2501
584806,3 dimension GiS data with django and postgis,"<p>I could use a third dimension in my current project, which strongly involves google-maps and django.  How do I deal with this?</p>

<pre><code>class Waypoint(models.Model):
    latlng = models.PointField()

&gt;&gt;&gt; p = Point( 5, 10, 20)
&lt;Point object at Ox...&gt;
&gt;&gt;&gt; p.kml
'&lt;Point&gt;&lt;coordinates&gt;5.0,10.0,20.0&lt;/coordinates&gt;&lt;/Point&gt;'
&gt;&gt;&gt; w = Waypoint.objects.all()[0]
&lt;Waypoint: Waypoint object&gt;
&gt;&gt;&gt; w.latlng = p
&gt;&gt;&gt; w.latlng.kml
'&lt;Point&gt;&lt;coordinates&gt;5.0,10.0,20.0&lt;/coordinates&gt;&lt;/Point&gt;'
&gt;&gt;&gt; w.save()
&gt;&gt;&gt; w = Waypoint.objects.all()[0]
&lt;Waypoint: Waypoint object&gt;
&gt;&gt;&gt; w.latlng.kml
'&lt;Point&gt;&lt;coordinates&gt;5.0,10.0,0&lt;/coordinates&gt;&lt;/Point&gt;'
                              ^
</code></pre>

<p>Note third diemsnion is ignored.   GRRR!</p>",,0,0,,2009-02-25 05:27:21.383000+00:00,,2009-07-09 23:20:32.690000+00:00,2009-02-25 06:40:09.943000+00:00,,65696.0,,65696.0,,1,1,3d|postgis|geodjango,1341
594297,"dll ""drop in"" architecture using Castle Windsor & MicroKernel","<p>I'd like to create a framework that uses IoC without needing any configuration:</p>

<p>So instead of (adjusted from <a href=""http://www.castleproject.org/container/gettingstarted/part1/code.html"" rel=""nofollow noreferrer"">http://www.castleproject.org/container/gettingstarted/part1/code.html</a>):</p>

<pre><code>IWindsorContainer container = new WindsorContainer();
container.AddComponent(""someinterface"", typeof(ISomeInterface));
ISomeInterface component = (ISomeInterface) container[typeof(ISomeInterface)];
component.DoIt();
container.Release(component);
</code></pre>

<p>The <code>container.AddComponent</code> method would not need to be called, as there would have been some initial step that did some 'auto wiring' by looking in a known directory for any dlls containing classes that implemented ISomeComponent and registered them with the WindsorContainer.</p>

<p>I can see that this would be possible to do from scratch, but ideally I'd like not to rewrite this code if there is an open source project out there that has already done it!</p>",,0,5,,2009-02-27 10:53:07.697000+00:00,,2012-07-25 19:39:28.797000+00:00,2012-07-25 19:39:28.797000+00:00,,918414.0,thatismatt,27782.0,,1,1,c#|plugins|inversion-of-control|castle-windsor|microkernel,692
606551,Use global.asax to trigger event on master.page to show application errors,"<p>I would like to use my AJAX-enabled VB web application's gloabal.asax application_error sub to manage all my error handling. However, instead of just sending the user to an error page, I would like to show the error message to the user via a modalpopupextender control located inside the site's master.page. </p>

<p>Can someone please explain in detail how this can be accomplished? I have managed to do this using a single aspx page (with the <code>modalpopupextender</code> dynamically loaded there via a placeholder) and my error-handler class raising the event to show the popup back on the page when an error occurs, but have not had success in doing the same using the master.page.</p>",,0,0,,2009-03-03 14:22:12.903000+00:00,,2016-12-25 09:38:27.507000+00:00,2016-12-25 09:38:27.507000+00:00,Andres,1781026.0,Andres,64336.0,,1,1,vb.net|asp.net-ajax|global-asax|modalpopupextender,1184
613826,Openfire3.6.3 unable to connect to yahoo gateways,"<p>I am newbie as far as openfire is concerned.</p>

<p>I want every user whether its on gtalk, yahoo, MSN to contact to my server but right now only gtalk users are able to connect and see presence connected. but yahoo users are able to add me as buddy but presence goes offline always.</p>

<p>I have checked the connection in gateways tab  it shows connection success.</p>

<p>Connect to host: scs.msg.yahoo.com
Connect to port: 5050</p>

<p>Please guide me</p>

<p>Thanks</p>",,0,2,,2009-03-05 07:00:38.923000+00:00,,2015-06-16 14:27:37.037000+00:00,2015-06-16 14:27:37.037000+00:00,,1118488.0,sushil singh,,,1,1,openfire|gateway|chatbot|yahoo-messenger,919
618430,"Is there a ""reverse statement"" feature in Netbeans?","<p>Is there a feature or plugin which can change these statements</p>

<pre class=""lang-java prettyprint-override""><code>x = y;
jTextField1.setText(entity.getValue());
...
</code></pre>

<p>into these:</p>

<pre class=""lang-java prettyprint-override""><code>y = x;
entity.setValue(jTextField1.getText());
...
</code></pre>",,0,2,,2009-03-06 10:51:53.993000+00:00,,2012-10-28 08:22:53.520000+00:00,2012-10-28 08:22:53.520000+00:00,DR,521799.0,DR,23368.0,,1,1,netbeans|netbeans6.5,123
645129,Global Keyboard Hook in Linux?,"<p>How to write global keyboard hook in Ubuntu (Linux) (like Hook for Windows)</p>

<p>In C/C++ or Python</p>",,0,2,,2009-03-14 01:11:46.430000+00:00,,2009-03-14 03:47:02.717000+00:00,2009-03-14 03:47:02.717000+00:00,1800 INFORMATION,3146.0,kristof,,,1,1,c++|linux|hook|global,4472
647766,How to copy the pixel data from a texture into a bitmap (direct3d)?,"<p>I have rendered the scene into a texture, and then I want to save it into a bitmap, but after lock the texture, I found there is no pixel data in the lock area. The texture can be displayed correctly on the screen. I am not sure why?
1> the format is incorrect? A8R8G8B8 has been used.
2> have I missed some important steps before get the pixel data?</p>",,0,0,,2009-03-15 12:52:54.793000+00:00,1.0,2009-03-24 15:21:33.847000+00:00,2009-03-16 13:24:28.890000+00:00,windloud,78263.0,windloud,78263.0,,1,1,directx|bitmap|direct3d|textures,2891
678806,iPhone - HTTPS connection to Server with Self-Signed Certificate,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://stackoverflow.com/questions/501231/can-i-use-nsurlcredentialstorage-for-http-basic-authentication"">Can I use NSURLCredentialStorage for HTTP Basic Authentication?</a>  </p>
</blockquote>



<p>How would I accept a self-signed server certificate? Using the code below, I can only connect/authenticate after I accept the Server Cert using Safari.    </p>

<pre><code>- (void)secure:(NSString *)username credentials:(NSString *)login
{
  NSURLCredential *userCredentials = [NSURLCredential credentialWithUser:username
                                                                password:login
                                                             persistence:
                                                        NSURLCredentialPersistenceForSession];

  NSURLProtectionSpace *space = [[NSURLProtectionSpace alloc] initWithHost:LIST_URL_HTTPS
                                                                      port:443
                                                                   protocol:@""https""
                                                                     realm:@""Restricted Area""
                                                      authenticationMethod:NSURLAuthenticationMethodHTTPBasic];

  [[NSURLCredentialStorage sharedCredentialStorage] setCredential:userCredentials
                                               forProtectionSpace:space];


  NSMutableURLRequest *urlRequest = [NSMutableURLRequest requestWithURL:[NSURL URLWithString:imageURL]
                                                            cachePolicy:NSURLCacheStorageNotAllowed
                                                        timeoutInterval:30];

  NSURLResponse *response;
  NSError *error;

  NSData *returnData = [NSURLConnection sendSynchronousRequest:urlRequest
                                             returningResponse:&amp;response
                                                         error:&amp;error];

}
</code></pre>",,0,0,,2009-03-24 19:11:48.053000+00:00,4.0,2011-06-17 12:54:30.703000+00:00,2017-05-23 09:57:40.563000+00:00,,-1.0,Jordan,79856.0,,1,1,iphone|certificate|self|signed,9521
682783,linux: redirect stdout after the process started,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://stackoverflow.com/questions/249703/how-can-a-process-intercept-stdout-and-stderr-of-another-process-on-linux"">How can a process intercept stdout and stderr of another process on Linux?</a>  </p>
</blockquote>



<p>I have a process that already started, with stdout to the console.
can I redirect it to a file, without restarting it?</p>",,0,1,,2009-03-25 18:06:33.367000+00:00,1.0,2010-11-13 21:07:22.600000+00:00,2017-05-23 11:44:11.960000+00:00,,-1.0,andy,63051.0,,1,1,linux|bash|redirect|stdout,8968
695232,Using directory with WebViewUI,"<p>I've got 60 or so web pages that I'd like to put into a directory. How can I modify this <code>webview loadrequest</code> to pull content from a directory?</p>

<pre><code>[webView loadRequest:[NSURLRequest requestWithURL:[NSURL fileURLWithPath:    [[NSBundle mainBundle] pathForResource:docPage ofType:@""html""]isDirectory:NO]]];
</code></pre>",,0,2,,2009-03-29 19:47:32.843000+00:00,,2020-04-28 08:08:51.070000+00:00,2020-04-28 08:08:51.070000+00:00,,2125010.0,Alan,72793.0,,1,1,objective-c|iphone,185
696236,Getting started with GRETA Regular Expression Library,"<p>I'm required to work on GRETA Regular Expression Library, provided by Microsoft Research. I was unable to compile and run the sample program when used <code>cl.exe</code> provided with Visual Studio 2008. It gave some errors like:</p>

<pre><code>D:\greta\greta-2.6.4&gt;cl /EHsc num_match.cpp
Microsoft (R) 32-bit C/C++ Optimizing Compiler Version 15.00.21022.08 for 80x86
Copyright (C) Microsoft Corporation.  All rights reserved.

    num_match.cpp
    d:\greta\greta-2.6.4\restack.h(355) : warning C4346: 'regex::hetero_stack&lt;Alignm
    entT,RuntimeTypeCheckT,AssumePodT,DynamicBlockSizeT,StaticBlockSizeT&gt;::stack_nod
    e::header' : dependent name is not a type
            prefix with 'typename' to indicate a type
            d:\greta\greta-2.6.4\restack.h(854) : see reference to class template in
    stantiation 'regex::hetero_stack&lt;AlignmentT,RuntimeTypeCheckT,AssumePodT,Dynamic
    BlockSizeT,StaticBlockSizeT&gt;' being compiled
    d:\greta\greta-2.6.4\restack.h(355) : error C2923: 'regex::hetero_stack&lt;Alignmen
    tT,RuntimeTypeCheckT,AssumePodT,DynamicBlockSizeT,StaticBlockSizeT&gt;::aligned_siz
    eof' : 'regex::hetero_stack&lt;AlignmentT,RuntimeTypeCheckT,AssumePodT,DynamicBlock
    SizeT,StaticBlockSizeT&gt;::stack_node::header'
</code></pre>

<p>It is not a valid template type argument for parameter 'T'.</p>

<p>Can anybody help me to get started with GRETA?</p>",,0,3,,2009-03-30 06:53:39.263000+00:00,,2020-04-28 08:07:47.407000+00:00,2020-04-28 08:07:47.407000+00:00,,2125010.0,Anirudh Goel,70826.0,,1,1,cl.exe|greta,975
704343,Waiting on a threadpool in C#,"<h3>Duplicate of</h3>
<blockquote>
<p><a href=""https://stackoverflow.com/questions/540078/wait-for-pooled-threads-to-complete"">Wait for pooled threads to complete.</a></p>
</blockquote>
<p>I have X number of functions waiting to be given to a threadpool and the threadpool has a maxnumber of threads as 5.I need to find a solution to make the main thread wait until all the X functions are executed.</p>
<p>Code looks like this :</p>
<pre><code>              for(int i=0;i&lt;Rulecnt;i++)
              {
                  int copy = count;
                  ds[copy] = dba.geData(ru[copy]);
                  dcont[copy] = new DataContainer(ru[copy], ds[copy], copy);
                  ThreadPool.QueueUserWorkItem(new WaitCallback(runRule[copy].performTask),dcont[count]);
              }
</code></pre>
<p>I want the main thread to wait until all the functions are executed.</p>
<p>A simple solution is to create Rulecnt no of ManualResetEvents and pass them to the threads, and wait on all the signals to arrive.</p>
<p>But as the max no of  threads running at any time is 5 , can we just use 5 ManualResetEvents ?,If possible how?</p>
<p>or if there is any solution plz explain?</p>",,0,3,,2009-04-01 07:06:05.880000+00:00,,2009-04-01 07:59:25.937000+00:00,2020-06-20 09:12:55.060000+00:00,Richard,-1.0,LoyalBanana,73120.0,,1,1,c#|threadpool|time-wait,2817
723991,Disabling LostFocus behaviour when editing a cell in Silverlight 2 DataGrid,"<p>I have a custom <code>CellEditingTemplate</code> that has a textbox and a calendar control inside a grid. I've made the textbox receive the focus when the user edits the cell by pressing <code>F2</code> on the keyboard. Unfortunately Silverlight's data grid hooks up to the Grid's <code>LostFocus</code> event so when the user clicks on the date picker control, the <code>LostFocus</code> event fires and the cell exits edit mode. Anyone got any ideas on how to stop this from happening? (If only Silverlight had a <code>.Handled</code> property on <code>RoutedEventArgs</code>.)</p>

<p><strong>Sample XAML:</strong></p>

<pre><code>&lt;data:DataGridTemplateColumn.CellEditingTemplate&gt;
  &lt;DataTemplate&gt;
    &lt;Grid&gt;
      &lt;TextBox Loaded=""FocusTextBox""
         Text=""{Binding Path=ETD, Mode=TwoWay}"" /&gt;
      &lt;controls:DatePicker
         x:Name=""datePicker""
         SelectedDate=""{Binding Path=ETD, Mode=TwoWay, Converter={StaticResource DateTimeConverter}}""
         Margin=""2""
         Width=""22""
         HorizontalAlignment=""Right"" /&gt;
    &lt;/Grid&gt;
  &lt;/DataTemplate&gt;
&lt;/data:DataGridTemplateColumn.CellEditingTemplate&gt;
</code></pre>",,0,2,,2009-04-07 02:40:12.403000+00:00,,2013-04-09 05:55:44.277000+00:00,2013-04-09 05:55:44.277000+00:00,,2186275.0,,87912.0,,1,1,silverlight|datagrid|event-handling|focus,1142
730558,question on execute ssis package,"<p>I developed ssis project on my local machine, extracting data from mysql db to sql server 2008. Everything works fine. Now i move the package, the .dtsx file, to the server which is a 64bit window 2008 box, it stops working. The problem is that package default to sqlserver driver instead of mysql drive. I have to move the whole project to the server from local machine and open the project to make it pick up mysql driver, then it will work. Is there a way i can develop on my loca machine but run on the server without having to open the project to pick up the right driver? thanks</p>",,0,2,,2009-04-08 15:35:27.617000+00:00,,2009-04-08 22:13:31.310000+00:00,,,,john,,,1,1,sql-server|ssis,337
735874,How to apply style from jQuery autocomplete CSS using Django?,"<p>I am trying to implement <strong>JQuery Autocomplete plugin</strong> using <strong>Django</strong>.<br>
I've been able to wire the thing together and I can actually see the result back in the HTML template. </p>

<p>My problem is that the JQuery Autocomplete CSS doesn't seem to work.<br>
The results I get are <strong>not well-formatted/styled</strong>, <strong>have no background</strong> and <strong>you cannot even select them</strong>.</p>

<p>What is it that I am missing?</p>

<p>I have these three files in my media folder the same folder:</p>

<pre><code>autocomplete.js
dimensions.js
autocomplete.css
</code></pre>

<p>In my html template I have the following function:</p>

<pre><code>$(function(){
    setAutoComplete(""tags"", ""tagResults"", ""/taglookup/?query="");
});
</code></pre>

<p>My <code>textfield</code> looks like this;</p>

<pre><code>&lt;input type=""text"" name=""tags"" value=""""&gt;
</code></pre>

<p>Where do I put the <code>tagResults</code> in my HTML template document? Every time I try to introduce a DIV with <code>id=""tagResults""</code>, JQuery throws an error.</p>

<p>Any ideas?</p>",,0,1,,2009-04-09 20:49:36.720000+00:00,,2020-04-28 07:58:33.270000+00:00,2020-04-28 07:58:33.270000+00:00,,2125010.0,,26143.0,,1,1,javascript|jquery|css|django|autocomplete,3091
